index,action,cost,probability,feature_arrival,feature_workload
1507,8,-2146,0.1,0.36,2000
1508,9,-992,0.1,0.26,4000
1509,6,-459,0.1,0.15,3000
1510,1,-803,0.1,0.11,3000
1511,1,-821,0.1,0.1,2000
1512,10,631,0.1,0.08,1000
1513,6,455,0.1,0.05,0
1514,1,-737,0.1,0.1,1000
1515,1,6820,0.1,0.15,1000
1516,8,510,0.1,0.15,5000
1517,2,-1511,0.1,0.2,1000
1518,7,-1039,0.1,0.22,2000
1519,3,-1555,0.1,0.22,2000
1520,7,-1289,0.1,0.25,3000
1521,1,51582,0.1,0.38,1000
1522,2,53288,0.1,0.41,25000
1523,4,17437,0.1,0.42,27000
1524,4,-3434,0.1,0.46,5000
1525,9,-2473,0.1,0.39,7000
1526,2,66138,0.1,0.52,2000
1527,10,7237,0.1,0.59,36000
1528,2,47591,0.1,0.41,6000
1529,7,4138,0.1,0.43,22000
1530,3,-1451,0.1,0.39,3000
1531,2,32274,0.1,0.36,4000
1532,10,2942,0.1,0.26,15000
1533,5,-673,0.1,0.15,4000
1534,4,-413,0.1,0.11,1000
1535,9,418,0.1,0.1,1000
1536,1,-566,0.1,0.08,0
1537,6,443,0.1,0.05,0
1538,2,-683,0.1,0.1,1000
1539,4,-780,0.1,0.15,0
1540,3,-922,0.1,0.15,2000
1541,2,-1478,0.1,0.2,2000
1542,2,-1751,0.1,0.22,2000
1543,4,-1437,0.1,0.22,4000
1544,1,33295,0.1,0.25,2000
1545,10,1746,0.1,0.38,16000
1546,8,-2562,0.1,0.41,4000
1547,9,-2507,0.1,0.42,4000
1548,9,-2925,0.1,0.46,5000
1549,4,-3025,0.1,0.39,4000
1550,7,-3788,0.1,0.52,3000
1551,9,-3939,0.1,0.59,4000
1552,10,-2340,0.1,0.41,7000
1553,3,20876,0.1,0.43,4000
1554,9,532,0.1,0.39,14000
1555,6,-2239,0.1,0.36,3000
1556,3,-1914,0.1,0.26,3000
1557,8,-210,0.1,0.15,3000
1558,3,-620,0.1,0.11,2000
1559,7,67,0.1,0.1,1000
1560,9,522,0.1,0.08,1000
1561,6,456,0.1,0.05,0
1562,9,470,0.1,0.1,0
1563,3,-830,0.1,0.15,3000
1564,9,-102,0.1,0.15,2000
1565,9,-501,0.1,0.2,1000
1566,1,24275,0.1,0.22,2000
1567,9,2297,0.1,0.22,14000
1568,2,-1795,0.1,0.25,1000
1569,3,5860,0.1,0.38,4000
1570,7,-2758,0.1,0.41,7000
1571,4,-3170,0.1,0.42,4000
1572,3,28635,0.1,0.46,2000
1573,7,-63,0.1,0.39,13000
1574,5,-3060,0.1,0.52,4000
1575,5,-4122,0.1,0.59,8000
1576,5,-3021,0.1,0.41,6000
1577,2,48128,0.1,0.43,5000
1578,7,5459,0.1,0.39,22000
1579,2,38049,0.1,0.36,4000
1580,8,2793,0.1,0.26,18000
1581,2,-956,0.1,0.15,3000
1582,8,75,0.1,0.11,1000
1583,9,377,0.1,0.1,2000
1584,2,-329,0.1,0.08,0
1585,6,494,0.1,0.05,0
1586,10,629,0.1,0.1,0
1587,5,-586,0.1,0.15,1000
1588,1,5756,0.1,0.15,2000
1589,7,-740,0.1,0.2,3000
1590,3,-1463,0.1,0.22,1000
1591,7,-1040,0.1,0.22,2000
1592,10,-920,0.1,0.25,1000
1593,9,-2147,0.1,0.38,2000
1594,9,-2531,0.1,0.41,5000
1595,5,-3044,0.1,0.42,6000
1596,1,62277,0.1,0.46,4000
1597,2,52044,0.1,0.39,34000
1598,7,8341,0.1,0.52,26000
1599,1,84402,0.1,0.59,6000
1600,7,9415,0.1,0.41,40000
1601,1,58704,0.1,0.43,5000
1602,5,7435,0.1,0.39,27000
1603,1,48998,0.1,0.36,4000
1604,1,41580,0.1,0.26,32000
1605,2,6141,0.1,0.15,20000
1606,4,-496,0.1,0.11,2000
1607,8,163,0.1,0.1,1000
1608,5,-36,0.1,0.08,1000
1609,6,496,0.1,0.05,0
1610,4,-322,0.1,0.1,0
1611,2,-944,0.1,0.15,1000
1612,10,171,0.1,0.15,2000
1613,6,-905,0.1,0.2,3000
1614,9,-585,0.1,0.22,2000
1615,5,-1241,0.1,0.22,2000
1616,5,-1535,0.1,0.25,2000
1617,10,-1852,0.1,0.38,1000
1618,9,-2482,0.1,0.41,5000
1619,3,6189,0.1,0.42,4000
1620,8,-3330,0.1,0.46,6000
1621,1,56487,0.1,0.39,4000
1622,3,55633,0.1,0.52,21000
1623,10,4082,0.1,0.59,23000
1624,10,-2335,0.1,0.41,6000
1625,8,-2867,0.1,0.43,3000
1626,6,-2670,0.1,0.39,5000
1627,10,-1844,0.1,0.36,5000
1628,5,-1647,0.1,0.26,2000
1629,7,-449,0.1,0.15,2000
1630,4,-352,0.1,0.11,2000
1631,5,-127,0.1,0.1,1000
1632,3,-274,0.1,0.08,1000
1633,6,473,0.1,0.05,0
1634,3,-413,0.1,0.1,0
1635,10,114,0.1,0.15,1000
1636,9,-37,0.1,0.15,1000
1637,6,-1098,0.1,0.2,0
1638,4,-1388,0.1,0.22,3000
1639,10,-557,0.1,0.22,2000
1640,8,-1015,0.1,0.25,2000
1641,10,-1946,0.1,0.38,2000
1642,1,56531,0.1,0.41,4000
1643,1,68410,0.1,0.42,23000
1644,10,5321,0.1,0.46,29000
1645,9,-2240,0.1,0.39,5000
1646,3,56170,0.1,0.52,5000
1647,9,3393,0.1,0.59,20000
1648,10,-2472,0.1,0.41,6000
1649,2,50941,0.1,0.43,5000
1650,7,6702,0.1,0.39,27000
1651,10,-1786,0.1,0.36,3000
1652,4,-1756,0.1,0.26,4000
1653,4,-724,0.1,0.15,2000
1654,5,-301,0.1,0.11,1000
1655,1,-424,0.1,0.1,0
1656,7,273,0.1,0.08,1000
1657,6,456,0.1,0.05,0
1658,4,-350,0.1,0.1,1000
1659,10,159,0.1,0.15,1000
1660,9,-37,0.1,0.15,2000
1661,1,23209,0.1,0.2,1000
1662,4,1392,0.1,0.22,9000
1663,6,-1180,0.1,0.22,3000
1664,9,-953,0.1,0.25,1000
1665,4,-2762,0.1,0.38,2000
1666,1,57257,0.1,0.41,3000
1667,6,4986,0.1,0.42,24000
1668,10,-2689,0.1,0.46,5000
1669,2,37694,0.1,0.39,4000
1670,6,3457,0.1,0.52,15000
1671,10,-4080,0.1,0.59,7000
1672,2,42867,0.1,0.41,6000
1673,10,1731,0.1,0.43,15000
1674,2,35096,0.1,0.39,4000
1675,8,3129,0.1,0.36,19000
1676,10,-998,0.1,0.26,4000
1677,4,-783,0.1,0.15,3000
1678,7,29,0.1,0.11,1000
1679,9,388,0.1,0.1,0
1680,6,129,0.1,0.08,1000
1681,6,470,0.1,0.05,0
1682,5,-168,0.1,0.1,0
1683,6,-497,0.1,0.15,1000
1684,2,-1028,0.1,0.15,2000
1685,3,-1410,0.1,0.2,1000
1686,7,-1106,0.1,0.22,2000
1687,4,-1422,0.1,0.22,2000
1688,9,-924,0.1,0.25,2000
1689,2,43687,0.1,0.38,2000
1690,1,61550,0.1,0.41,19000
1691,3,34287,0.1,0.42,33000
1692,2,62469,0.1,0.46,15000
1693,2,55340,0.1,0.39,31000
1694,3,64322,0.1,0.52,29000
1695,2,85800,0.1,0.59,33000
1696,6,13501,0.1,0.41,39000
1697,4,-3171,0.1,0.43,3000
1698,6,-2923,0.1,0.39,3000
1699,6,-2414,0.1,0.36,4000
1700,1,30415,0.1,0.26,3000
1701,5,3177,0.1,0.15,17000
1702,8,87,0.1,0.11,2000
1703,6,6,0.1,0.1,1000
1704,4,-189,0.1,0.08,1000
1705,6,476,0.1,0.05,0
1706,8,296,0.1,0.1,0
1707,4,-861,0.1,0.15,1000
1708,1,5705,0.1,0.15,2000
1709,7,214,0.1,0.2,4000
1710,1,23071,0.1,0.22,1000
1711,1,30720,0.1,0.22,12000
1712,9,1801,0.1,0.25,14000
1713,9,-2307,0.1,0.38,2000
1714,1,57322,0.1,0.41,2000
1715,4,12533,0.1,0.42,27000
1716,2,55922,0.1,0.46,5000
1717,5,9939,0.1,0.39,29000
1718,5,-3873,0.1,0.52,4000
1719,1,86979,0.1,0.59,5000
1720,8,9633,0.1,0.41,40000
1721,9,-2564,0.1,0.43,4000
1722,1,51494,0.1,0.39,3000
1723,5,7474,0.1,0.36,30000
1724,4,-1935,0.1,0.26,5000
1725,2,-1108,0.1,0.15,2000
1726,10,449,0.1,0.11,2000
1727,8,345,0.1,0.1,0
1728,10,722,0.1,0.08,1000
1729,6,447,0.1,0.05,0
1730,10,534,0.1,0.1,0
1731,5,-536,0.1,0.15,1000
1732,4,-826,0.1,0.15,0
1733,4,-1209,0.1,0.2,0
1734,2,-1747,0.1,0.22,3000
1735,3,-1576,0.1,0.22,2000
1736,7,-1211,0.1,0.25,2000
1737,9,-2186,0.1,0.38,4000
1738,1,55479,0.1,0.41,5000
1739,9,5201,0.1,0.42,31000
1740,2,53193,0.1,0.46,3000
1741,10,6028,0.1,0.39,37000
1742,10,-3360,0.1,0.52,3000
1743,10,-3973,0.1,0.59,8000
1744,1,56707,0.1,0.41,6000
1745,4,13324,0.1,0.43,26000
1746,3,-10,0.1,0.39,7000
1747,9,-2264,0.1,0.36,5000
1748,10,-1056,0.1,0.26,4000
1749,1,7527,0.1,0.15,2000
1750,5,556,0.1,0.11,4000
1751,10,642,0.1,0.1,1000
1752,2,-526,0.1,0.08,0
1753,6,455,0.1,0.05,0
1754,6,-4,0.1,0.1,1000
1755,10,131,0.1,0.15,2000
1756,8,-194,0.1,0.15,1000
1757,2,-1480,0.1,0.2,2000
1758,2,-1671,0.1,0.22,2000
1759,4,-1466,0.1,0.22,3000
1760,9,-993,0.1,0.25,2000
1761,5,-2659,0.1,0.38,2000
1762,10,-2191,0.1,0.41,3000
1763,7,-2838,0.1,0.42,5000
1764,3,14887,0.1,0.46,5000
1765,1,53044,0.1,0.39,5000
1766,7,6738,0.1,0.52,28000
1767,7,-4216,0.1,0.59,5000
1768,1,55571,0.1,0.41,8000
1769,9,5276,0.1,0.43,27000
1770,2,37737,0.1,0.39,5000
1771,4,12539,0.1,0.36,28000
1772,8,-1411,0.1,0.26,5000
1773,6,-490,0.1,0.15,4000
1774,2,-709,0.1,0.11,1000
1775,8,169,0.1,0.1,1000
1776,8,363,0.1,0.08,1000
1777,6,478,0.1,0.05,0
1778,3,-462,0.1,0.1,1000
1779,6,-480,0.1,0.15,0
1780,10,41,0.1,0.15,2000
1781,10,-235,0.1,0.2,2000
1782,9,-548,0.1,0.22,2000
1783,1,26674,0.1,0.22,2000
1784,2,16879,0.1,0.25,15000
1785,2,46450,0.1,0.38,6000
1786,4,16802,0.1,0.41,23000
1787,8,-2577,0.1,0.42,4000
1788,8,-3022,0.1,0.46,4000
1789,2,45890,0.1,0.39,4000
1790,10,3834,0.1,0.52,22000
1791,6,-4526,0.1,0.59,4000
1792,9,-2668,0.1,0.41,7000
1793,8,-2809,0.1,0.43,4000
1794,2,41484,0.1,0.39,4000
1795,2,49835,0.1,0.36,18000
1796,9,2847,0.1,0.26,18000
1797,3,-857,0.1,0.15,3000
1798,5,-261,0.1,0.11,1000
1799,5,-112,0.1,0.1,1000
1800,8,416,0.1,0.08,1000
1801,6,472,0.1,0.05,0
1802,7,62,0.1,0.1,0
1803,1,4992,0.1,0.15,0
1804,3,-570,0.1,0.15,4000
1805,4,-1261,0.1,0.2,1000
1806,2,-1560,0.1,0.22,3000
1807,2,-1643,0.1,0.22,2000
1808,10,-876,0.1,0.25,3000
1809,4,-2831,0.1,0.38,2000
1810,6,-2940,0.1,0.41,4000
1811,6,-3044,0.1,0.42,4000
1812,9,-2973,0.1,0.46,4000
1813,10,-2005,0.1,0.39,4000
1814,2,59699,0.1,0.52,5000
1815,6,16198,0.1,0.59,33000
1816,5,-3092,0.1,0.41,5000
1817,2,50475,0.1,0.43,5000
1818,7,6935,0.1,0.39,29000
1819,2,28029,0.1,0.36,4000
1820,5,2444,0.1,0.26,14000
1821,10,-21,0.1,0.15,2000
1822,7,-29,0.1,0.11,1000
1823,6,18,0.1,0.1,1000
1824,7,333,0.1,0.08,1000
1825,6,444,0.1,0.05,0
1826,7,211,0.1,0.1,1000
1827,10,179,0.1,0.15,1000
1828,9,-67,0.1,0.15,1000
1829,5,-1108,0.1,0.2,2000
1830,6,-1280,0.1,0.22,4000
1831,6,-1174,0.1,0.22,4000
1832,2,174,0.1,0.25,3000
1833,9,-2309,0.1,0.38,4000
1834,9,-2282,0.1,0.41,3000
1835,10,-2325,0.1,0.42,4000
1836,6,-3326,0.1,0.46,5000
1837,2,42595,0.1,0.39,5000
1838,10,4069,0.1,0.52,25000
1839,1,86464,0.1,0.59,6000
1840,6,8647,0.1,0.41,38000
1841,8,-2689,0.1,0.43,3000
1842,1,54893,0.1,0.39,4000
1843,2,51767,0.1,0.36,30000
1844,1,37780,0.1,0.26,17000
1845,10,4837,0.1,0.15,14000
1846,10,504,0.1,0.11,0
1847,3,-560,0.1,0.1,2000
1848,8,319,0.1,0.08,1000
1849,6,471,0.1,0.05,0
1850,9,440,0.1,0.1,0
1851,7,-301,0.1,0.15,1000
1852,2,-1152,0.1,0.15,2000
1853,7,-931,0.1,0.2,1000
1854,2,-1664,0.1,0.22,1000
1855,5,-1262,0.1,0.22,3000
1856,2,723,0.1,0.25,3000
1857,7,-1226,0.1,0.38,9000
1858,7,-2611,0.1,0.41,3000
1859,3,12624,0.1,0.42,3000
1860,8,-665,0.1,0.46,11000
1861,2,41899,0.1,0.39,6000
1862,3,66400,0.1,0.52,22000
1863,6,16407,0.1,0.59,27000
1864,3,7555,0.1,0.41,5000
1865,8,-1199,0.1,0.43,10000
1866,6,-2631,0.1,0.39,4000
1867,1,50366,0.1,0.36,3000
1868,4,5412,0.1,0.26,21000
1869,1,5060,0.1,0.15,2000
1870,1,7954,0.1,0.11,7000
1871,9,325,0.1,0.1,1000
1872,6,204,0.1,0.08,1000
1873,6,416,0.1,0.05,0
1874,7,156,0.1,0.1,0
1875,5,-542,0.1,0.15,1000
1876,8,-156,0.1,0.15,2000
1877,1,20249,0.1,0.2,1000
1878,8,1278,0.1,0.22,9000
1879,4,-1499,0.1,0.22,3000
1880,7,-1272,0.1,0.25,1000
1881,8,-2277,0.1,0.38,2000
1882,10,-2234,0.1,0.41,3000
1883,3,711,0.1,0.42,4000
1884,10,-2849,0.1,0.46,5000
1885,2,40809,0.1,0.39,5000
1886,8,5820,0.1,0.52,23000
1887,10,-3861,0.1,0.59,3000
1888,1,59652,0.1,0.41,7000
1889,6,7553,0.1,0.43,26000
1890,8,-2617,0.1,0.39,4000
1891,9,-1907,0.1,0.36,4000
1892,8,-1328,0.1,0.26,5000
1893,8,-319,0.1,0.15,3000
1894,4,-361,0.1,0.11,2000
1895,9,368,0.1,0.1,1000
1896,2,-406,0.1,0.08,0
1897,6,423,0.1,0.05,0
1898,3,-386,0.1,0.1,0
1899,9,0,0.1,0.15,1000
1900,4,-777,0.1,0.15,1000
1901,2,-1449,0.1,0.2,1000
1902,1,24290,0.1,0.22,2000
1903,6,2543,0.1,0.22,15000
1904,9,-935,0.1,0.25,2000
1905,9,-2129,0.1,0.38,2000
1906,5,-2841,0.1,0.41,5000
1907,1,56468,0.1,0.42,5000
1908,7,5473,0.1,0.46,28000
1909,2,42126,0.1,0.39,5000
1910,2,74865,0.1,0.52,17000
1911,6,15900,0.1,0.59,35000
1912,5,-3058,0.1,0.41,7000
1913,1,60095,0.1,0.43,4000
1914,10,5030,0.1,0.39,29000
1915,3,-2021,0.1,0.36,5000
1916,5,-1784,0.1,0.26,2000
1917,2,-1017,0.1,0.15,2000
1918,4,-518,0.1,0.11,2000
1919,1,-712,0.1,0.1,1000
1920,8,432,0.1,0.08,1000
1921,6,482,0.1,0.05,0
1922,6,28,0.1,0.1,0
1923,7,-400,0.1,0.15,1000
1924,1,1044,0.1,0.15,1000
1925,4,-194,0.1,0.2,5000
1926,4,-1441,0.1,0.22,1000
1927,3,-1645,0.1,0.22,2000
1928,9,-1019,0.1,0.25,3000
1929,6,-2567,0.1,0.38,3000
1930,3,8182,0.1,0.41,3000
1931,7,-601,0.1,0.42,10000
1932,2,50587,0.1,0.46,3000
1933,6,10704,0.1,0.39,34000
1934,3,49440,0.1,0.52,3000
1935,4,65658,0.1,0.59,21000
1936,3,26962,0.1,0.41,20000
1937,10,-309,0.1,0.43,10000
1938,3,2144,0.1,0.39,3000
1939,9,-1828,0.1,0.36,6000
1940,3,-2052,0.1,0.26,3000
1941,4,-806,0.1,0.15,2000
1942,2,-613,0.1,0.11,1000
1943,9,350,0.1,0.1,1000
1944,3,-264,0.1,0.08,0
1945,6,421,0.1,0.05,0
1946,8,281,0.1,0.1,1000
1947,2,-1078,0.1,0.15,2000
1948,3,-833,0.1,0.15,1000
1949,9,-545,0.1,0.2,2000
1950,9,-621,0.1,0.22,2000
1951,8,-837,0.1,0.22,2000
1952,3,-1801,0.1,0.25,3000
1953,6,-2537,0.1,0.38,4000
1954,3,8165,0.1,0.41,5000
1955,10,-2413,0.1,0.42,7000
1956,8,-2997,0.1,0.46,3000
1957,8,-2486,0.1,0.39,4000
1958,2,61811,0.1,0.52,2000
1959,7,10481,0.1,0.59,31000
1960,8,-2824,0.1,0.41,6000
1961,3,1127,0.1,0.43,3000
1962,7,-2617,0.1,0.39,6000
1963,3,-970,0.1,0.36,3000
1964,4,-2005,0.1,0.26,5000
1965,1,14300,0.1,0.15,1000
1966,4,1219,0.1,0.11,7000
1967,8,195,0.1,0.1,1000
1968,4,-58,0.1,0.08,2000
1969,6,500,0.1,0.05,0
1970,1,-744,0.1,0.1,0
1971,7,-294,0.1,0.15,1000
1972,4,-704,0.1,0.15,1000
1973,10,-419,0.1,0.2,1000
1974,4,-1370,0.1,0.22,2000
1975,6,-1098,0.1,0.22,3000
1976,3,-1720,0.1,0.25,2000
1977,9,-2158,0.1,0.38,2000
1978,9,-2373,0.1,0.41,5000
1979,1,57611,0.1,0.42,2000
1980,9,5035,0.1,0.46,31000
1981,4,-2975,0.1,0.39,6000
1982,5,-4116,0.1,0.52,5000
1983,7,-4424,0.1,0.59,4000
1984,3,4370,0.1,0.41,8000
1985,7,-867,0.1,0.43,9000
1986,5,-2728,0.1,0.39,4000
1987,4,-2713,0.1,0.36,4000
1988,4,-1810,0.1,0.26,4000
1989,8,-274,0.1,0.15,2000
1990,10,377,0.1,0.11,1000
1991,8,271,0.1,0.1,1000
1992,5,110,0.1,0.08,1000
1993,6,438,0.1,0.05,0
1994,9,436,0.1,0.1,0
1995,3,-854,0.1,0.15,1000
1996,8,-227,0.1,0.15,1000
1997,4,-1320,0.1,0.2,1000
1998,2,-1512,0.1,0.22,2000
1999,8,-918,0.1,0.22,4000
2000,4,-1671,0.1,0.25,2000
2001,1,51868,0.1,0.38,4000
2002,3,24812,0.1,0.41,21000
2003,9,-988,0.1,0.42,10000
2004,6,-3269,0.1,0.46,4000
2005,3,1569,0.1,0.39,5000
2006,9,-2661,0.1,0.52,9000
2007,3,57030,0.1,0.59,6000
2008,1,61630,0.1,0.41,30000
2009,10,10012,0.1,0.43,29000
2010,2,41206,0.1,0.39,4000
2011,8,3727,0.1,0.36,19000
2012,1,32049,0.1,0.26,3000
2013,4,4226,0.1,0.15,20000
2014,4,-470,0.1,0.11,2000
2015,9,364,0.1,0.1,1000
2016,4,-114,0.1,0.08,1000
2017,6,446,0.1,0.05,0
2018,7,217,0.1,0.1,1000
2019,3,-926,0.1,0.15,1000
2020,4,-718,0.1,0.15,2000
2021,9,-477,0.1,0.2,1000
2022,5,-1156,0.1,0.22,2000
2023,9,-744,0.1,0.22,2000
2024,6,-1341,0.1,0.25,3000
2025,5,-2735,0.1,0.38,2000
2026,3,9824,0.1,0.41,3000
2027,7,-2216,0.1,0.42,9000
2028,1,64131,0.1,0.46,4000
2029,5,7609,0.1,0.39,30000
2030,5,-3892,0.1,0.52,3000
2031,7,-4503,0.1,0.59,7000
2032,3,12400,0.1,0.41,6000
2033,5,-2824,0.1,0.43,8000
2034,2,37490,0.1,0.39,4000
2035,4,5359,0.1,0.36,14000
2036,2,267,0.1,0.26,4000
2037,10,-66,0.1,0.15,6000
2038,7,20,0.1,0.11,1000
2039,2,-632,0.1,0.1,0
2040,6,135,0.1,0.08,1000
2041,6,395,0.1,0.05,0
2042,4,-256,0.1,0.1,0
2043,10,-10,0.1,0.15,1000
2044,6,-533,0.1,0.15,2000
2045,9,-490,0.1,0.2,1000
2046,4,-1382,0.1,0.22,1000
2047,7,-1044,0.1,0.22,2000
2048,1,30604,0.1,0.25,2000
2049,6,4617,0.1,0.38,21000
2050,8,-2616,0.1,0.41,3000
2051,10,-2442,0.1,0.42,3000
2052,7,-3046,0.1,0.46,4000
2053,6,-2652,0.1,0.39,4000
2054,9,-3490,0.1,0.52,3000
2055,1,82370,0.1,0.59,6000
2056,7,8141,0.1,0.41,35000
2057,9,-2534,0.1,0.43,3000
2058,10,-2172,0.1,0.39,5000
2059,1,46594,0.1,0.36,6000
2060,8,3928,0.1,0.26,22000
2061,6,-602,0.1,0.15,4000
2062,1,-806,0.1,0.11,2000
2063,4,-436,0.1,0.1,3000
2064,9,495,0.1,0.08,1000
2065,6,441,0.1,0.05,0
2066,2,-543,0.1,0.1,0
2067,7,-252,0.1,0.15,1000
2068,5,-564,0.1,0.15,1000
2069,2,-1495,0.1,0.2,2000
2070,10,-653,0.1,0.22,2000
2071,3,-1571,0.1,0.22,2000
2072,1,27173,0.1,0.25,3000
2073,3,17739,0.1,0.38,19000
2074,9,-2520,0.1,0.41,5000
2075,7,-2728,0.1,0.42,2000
2076,2,51837,0.1,0.46,3000
2077,6,8829,0.1,0.39,32000
2078,4,5662,0.1,0.52,6000
2079,3,62992,0.1,0.59,11000
2080,9,8369,0.1,0.41,33000
2081,9,-2450,0.1,0.43,5000
2082,4,-2971,0.1,0.39,5000
2083,2,37886,0.1,0.36,4000
2084,2,21672,0.1,0.26,16000
2085,3,85,0.1,0.15,8000
2086,10,464,0.1,0.11,2000
2087,10,457,0.1,0.1,1000
2088,3,-263,0.1,0.08,2000
2089,6,396,0.1,0.05,0
2090,3,-434,0.1,0.1,2000
2091,1,8522,0.1,0.15,1000
2092,9,754,0.1,0.15,4000
2093,8,-531,0.1,0.2,1000
2094,4,-1480,0.1,0.22,4000
2095,7,-1040,0.1,0.22,2000
2096,10,-814,0.1,0.25,3000
2097,9,-2182,0.1,0.38,2000
2098,2,40106,0.1,0.41,3000
2099,9,3568,0.1,0.42,19000
2100,1,64816,0.1,0.46,4000
2101,9,5547,0.1,0.39,29000
2102,3,39204,0.1,0.52,4000
2103,9,2828,0.1,0.59,19000
2104,6,-2835,0.1,0.41,6000
2105,4,-3327,0.1,0.43,4000
2106,8,-2618,0.1,0.39,7000
2107,8,-2157,0.1,0.36,3000
2108,10,-1055,0.1,0.26,4000
2109,5,-556,0.1,0.15,2000
2110,9,304,0.1,0.11,1000
2111,8,293,0.1,0.1,1000
2112,4,-98,0.1,0.08,1000
2113,6,403,0.1,0.05,0
2114,4,-397,0.1,0.1,0
2115,7,-431,0.1,0.15,1000
2116,7,-330,0.1,0.15,1000
2117,5,-1022,0.1,0.2,2000
2118,2,-1702,0.1,0.22,2000
2119,3,-1635,0.1,0.22,2000
2120,10,-709,0.1,0.25,2000
2121,4,-2837,0.1,0.38,2000
2122,1,57488,0.1,0.41,4000
2123,1,72155,0.1,0.42,29000
2124,6,6625,0.1,0.46,28000
2125,4,-2969,0.1,0.39,6000
2126,2,62509,0.1,0.52,5000
2127,3,73690,0.1,0.59,41000
2128,1,63830,0.1,0.41,38000
2129,5,13150,0.1,0.43,28000
2130,2,45908,0.1,0.39,4000
2131,1,54785,0.1,0.36,29000
2132,8,7774,0.1,0.26,21000
2133,8,-216,0.1,0.15,2000
2134,3,-631,0.1,0.11,1000
2135,4,-362,0.1,0.1,1000
2136,10,636,0.1,0.08,2000
2137,6,456,0.1,0.05,0
2138,3,-339,0.1,0.1,1000
2139,1,7517,0.1,0.15,1000
2140,7,514,0.1,0.15,6000
2141,10,-311,0.1,0.2,3000
2142,4,-1253,0.1,0.22,2000
2143,6,-1093,0.1,0.22,1000
2144,5,-1590,0.1,0.25,3000
2145,1,52100,0.1,0.38,2000
2146,9,4918,0.1,0.41,29000
2147,3,6736,0.1,0.42,3000
2148,9,-1547,0.1,0.46,11000
2149,2,41250,0.1,0.39,7000
2150,9,4129,0.1,0.52,21000
2151,9,-4010,0.1,0.59,5000
2152,1,55873,0.1,0.41,6000
2153,6,6602,0.1,0.43,25000
2154,8,-2460,0.1,0.39,5000
2155,10,-1835,0.1,0.36,6000
2156,5,-1723,0.1,0.26,3000
2157,8,-364,0.1,0.15,2000
2158,6,-110,0.1,0.11,1000
2159,9,441,0.1,0.1,1000
2160,1,-494,0.1,0.08,1000
2161,6,461,0.1,0.05,0
2162,4,-346,0.1,0.1,0
2163,1,10116,0.1,0.15,1000
2164,3,874,0.1,0.15,4000
2165,2,-1594,0.1,0.2,0
2166,8,-761,0.1,0.22,2000
2167,7,-970,0.1,0.22,3000
2168,10,-928,0.1,0.25,2000
2169,9,-2131,0.1,0.38,3000
2170,6,-2799,0.1,0.41,5000
2171,5,-3063,0.1,0.42,4000
2172,4,-3605,0.1,0.46,4000
2173,2,43280,0.1,0.39,5000
2174,6,5085,0.1,0.52,15000
2175,9,-4023,0.1,0.59,4000
2176,1,57304,0.1,0.41,6000
2177,8,5333,0.1,0.43,24000
2178,10,-1977,0.1,0.39,4000
2179,6,-2501,0.1,0.36,5000
2180,2,-1685,0.1,0.26,4000
2181,7,326,0.1,0.15,5000
2182,4,-534,0.1,0.11,2000
2183,7,152,0.1,0.1,1000
2184,3,-279,0.1,0.08,1000
2185,6,392,0.1,0.05,0
2186,6,49,0.1,0.1,1000
2187,5,-491,0.1,0.15,0
2188,8,-143,0.1,0.15,3000
2189,7,-639,0.1,0.2,1000
2190,2,-1656,0.1,0.22,1000
2191,6,-1101,0.1,0.22,2000
2192,2,-1829,0.1,0.25,3000
2193,1,50406,0.1,0.38,3000
2194,10,4296,0.1,0.41,24000
2195,3,22130,0.1,0.42,3000
2196,6,-1189,0.1,0.46,10000
2197,4,-2929,0.1,0.39,5000
2198,10,-3421,0.1,0.52,3000
2199,3,59730,0.1,0.59,6000
2200,8,6625,0.1,0.41,30000
2201,7,-2922,0.1,0.43,3000
2202,4,-2827,0.1,0.39,4000
2203,5,-2540,0.1,0.36,5000
2204,2,3537,0.1,0.26,3000
2205,9,1848,0.1,0.15,9000
2206,5,-343,0.1,0.11,2000
2207,3,-398,0.1,0.1,1000
2208,8,461,0.1,0.08,1000
2209,6,475,0.1,0.05,0
2210,4,-286,0.1,0.1,0
2211,1,13883,0.1,0.15,1000
2212,2,1601,0.1,0.15,6000
2213,2,-1528,0.1,0.2,2000
2214,10,-549,0.1,0.22,3000
2215,1,26704,0.1,0.22,3000
2216,4,3666,0.1,0.25,15000
2217,10,-1931,0.1,0.38,2000
2218,2,47598,0.1,0.41,5000
2219,4,19154,0.1,0.42,28000
2220,2,52619,0.1,0.46,5000
2221,9,6539,0.1,0.39,31000
2222,9,-3319,0.1,0.52,6000
2223,1,82112,0.1,0.59,4000
2224,4,14384,0.1,0.41,36000
2225,3,3818,0.1,0.43,6000
2226,6,127,0.1,0.39,13000
2227,4,-2724,0.1,0.36,4000
2228,2,-495,0.1,0.26,3000
2229,8,-349,0.1,0.15,3000
2230,10,452,0.1,0.11,2000
2231,10,560,0.1,0.1,1000
2232,10,801,0.1,0.08,1000
2233,6,422,0.1,0.05,0
2234,4,-281,0.1,0.1,1000
2235,5,-546,0.1,0.15,1000
2236,6,-507,0.1,0.15,2000
2237,6,-888,0.1,0.2,1000
2238,6,-965,0.1,0.22,2000
2239,8,-741,0.1,0.22,2000
